Cidade;Data;Hora;PM10;SO2;NO2;O3;CO
Guaiba;12/10/2019;22:00;125,8;1,88;34,01;9,15;3,35
Guaiba;12/10/2019;23:00;119;1,48;27,64;7,9;3,24
Guaiba;13/10/2019;0:00;111;1,29;25,09;6,51;3,18
Guaiba;13/10/2019;1:00;29,25;1,15;15,77;21,18;3,03
Guaiba;13/10/2019;2:00;3,25;0,89;7,4;50,01;2,81
Guaiba;13/10/2019;3:00;12,5;0,94;6,63;50,3;2,73
Guaiba;13/10/2019;4:00;14;0,91;5,56;45,26;2,7
Guaiba;13/10/2019;5:00;23,5;1,03;6,76;32,67;2,7
Guaiba;13/10/2019;6:00;19,5;1,01;4,71;38,19;2,69
Guaiba;13/10/2019;7:00;24,5;1,13;4,99;37,78;2,68
Guaiba;13/10/2019;8:00;25,5;1,21;4,77;42,04;2,66
Guaiba;13/10/2019;9:00;28;1,29;4,27;46,34;2,63
Guaiba;13/10/2019;10:00;33;1,36;4,03;51,99;2,62
Guaiba;13/10/2019;11:00;46,5;1,55;3,96;52,91;2,63
Guaiba;13/10/2019;12:00;53,5;1,53;5,52;60,04;2,64
Guaiba;13/10/2019;13:00;47;3,34;10,06;55,99;2,64
Guaiba;13/10/2019;14:00;45,25;2,01;4,88;64,91;2,63
Guaiba;13/10/2019;15:00;33;1,52;5,48;63,58;2,61
Guaiba;13/10/2019;16:00;24,25;1,34;5,37;64,12;2,59
Guaiba;13/10/2019;17:00;27;1,31;4,5;63,88;2,59
Guaiba;13/10/2019;18:00;27;1,13;3,89;67,5;2,58
Guaiba;13/10/2019;19:00;;;;;
Guaiba;13/10/2019;20:00;1;1,09;3;64,36;2,76
Guaiba;13/10/2019;21:00;4,25;0,91;4,8;63,05;3,09
Guaiba;13/10/2019;22:00;9,5;0,84;3,92;60,53;2,96
Guaiba;13/10/2019;23:00;14,25;1,02;5,69;50,5;2,97
Guaiba;14/10/2019;0:00;11;0,98;4,84;48,77;2,94
Guaiba;14/10/2019;1:00;6;0,86;2,92;56,53;2,95
Guaiba;14/10/2019;2:00;1;0,72;2,61;62,32;2,94
Guaiba;14/10/2019;3:00;5,25;0,77;2,29;64,77;2,94
Guaiba;14/10/2019;4:00;10,75;0,91;4,78;57,33;2,92
Guaiba;14/10/2019;5:00;15;1,17;4,81;52,64;3
Guaiba;14/10/2019;6:00;18,5;1,46;6,16;46,63;2,93
Guaiba;14/10/2019;7:00;25;0,95;5,97;42,79;2,89
Guaiba;14/10/2019;8:00;25;0,85;4,87;41,71;2,88
Guaiba;14/10/2019;9:00;13,25;0,92;5,6;36,9;2,89
Guaiba;14/10/2019;10:00;10,5;0,78;4,06;37,84;2,87
Guaiba;14/10/2019;11:00;11,25;0,88;5,88;36,06;2,85
Guaiba;14/10/2019;12:00;10,25;0,75;5,07;39,5;2,86
Guaiba;14/10/2019;13:00;10,5;0,91;6,37;40,09;2,82
Guaiba;14/10/2019;14:00;10,5;0,85;6,07;40,54;2,82
Guaiba;14/10/2019;15:00;6,75;0,93;6,5;39,44;2,82
Guaiba;14/10/2019;16:00;5,25;0,91;5,36;41,17;2,83
Guaiba;14/10/2019;17:00;9,75;0,96;5,26;41,32;2,84
Guaiba;14/10/2019;18:00;8,25;0,9;4,79;45,51;2,83
Guaiba;14/10/2019;19:00;10,25;0,75;3,67;46,63;2,79
Guaiba;14/10/2019;20:00;9,25;0,6;2,94;46,2;2,82
Guaiba;14/10/2019;21:00;7,25;0,64;2,4;45,69;2,81
Guaiba;14/10/2019;22:00;4,75;0,59;2,21;44,18;2,82
Guaiba;14/10/2019;23:00;3,75;0,6;1,85;49,63;2,8
Guaiba;15/10/2019;0:00;3,5;0,59;1,96;47,07;2,81
Guaiba;15/10/2019;1:00;5,5;1,61;5,4;43,94;2,81
Guaiba;15/10/2019;2:00;6;0,89;2,25;51,35;2,79
Guaiba;15/10/2019;3:00;5;1,01;2,76;48,25;2,81
Guaiba;15/10/2019;4:00;3,5;0,73;1,23;48,21;2,78
Guaiba;15/10/2019;5:00;4,75;0,62;1,09;47,24;2,78
Guaiba;15/10/2019;6:00;5;0,63;1,46;49,39;2,8
Guaiba;15/10/2019;7:00;8,25;0,66;2,99;48,11;2,82
Guaiba;15/10/2019;8:00;8,5;0,65;3,76;46,45;2,84
Guaiba;15/10/2019;9:00;9,25;0,64;4,04;46,04;2,82
Guaiba;15/10/2019;10:00;9;0,68;4,79;46,78;2,85
Guaiba;15/10/2019;11:00;5,5;0,71;4,41;43,89;2,85
Guaiba;15/10/2019;12:00;11,75;0,68;4,42;44,47;2,83
Guaiba;15/10/2019;13:00;15,75;0,63;3,88;46,19;2,87
Guaiba;15/10/2019;14:00;9,5;0,7;4,71;42,02;2,87
Guaiba;15/10/2019;15:00;10,75;0,73;4,25;42,4;2,84
Guaiba;15/10/2019;16:00;11;0,68;4,41;42,47;2,85
Guaiba;15/10/2019;17:00;12;0,7;4,99;40,88;2,85
Guaiba;15/10/2019;18:00;11,5;0,63;5,28;39,55;2,87
Guaiba;15/10/2019;19:00;11,5;0,64;5,19;38,66;2,86
Guaiba;15/10/2019;20:00;9,25;0,6;4,25;40,19;2,84
Guaiba;15/10/2019;21:00;9,75;0,61;3,33;41,67;2,83
Guaiba;15/10/2019;22:00;11,25;0,55;2,93;41,77;2,83
Guaiba;15/10/2019;23:00;8,25;0,56;2,32;41,64;2,83
Guaiba;16/10/2019;0:00;7,75;0,59;2,27;41,01;2,82
Guaiba;16/10/2019;1:00;3,25;0,54;2,01;41,33;2,82
Guaiba;16/10/2019;2:00;3,75;0,56;1,74;42,34;2,82
Guaiba;16/10/2019;3:00;5,25;0,56;1,33;43,75;2,84
Guaiba;16/10/2019;4:00;6,25;0,53;1,35;43,36;2,83
Guaiba;16/10/2019;5:00;7,25;0,57;1,52;42,14;2,81
Guaiba;16/10/2019;6:00;7,25;0,65;3,04;38,23;2,82
Guaiba;16/10/2019;7:00;10,5;0,9;4,49;35,93;2,85
Guaiba;16/10/2019;8:00;10,25;1,35;7,87;29,16;2,87
Guaiba;16/10/2019;9:00;12,75;1,76;10,72;23,43;2,91
Guaiba;16/10/2019;10:00;14,75;1,72;10,7;23,31;2,94
Guaiba;16/10/2019;11:00;16,5;1,53;13,99;18,25;2,94
Guaiba;16/10/2019;12:00;10,75;1,43;15,35;21,66;2,99
Guaiba;16/10/2019;13:00;17,25;1,61;17,97;26,94;2,97
Guaiba;16/10/2019;14:00;13,5;1,75;13,68;27,85;2,96
Guaiba;16/10/2019;15:00;16,5;3,43;10,94;30,55;2,93
Guaiba;16/10/2019;16:00;14,5;4;10,34;31,9;2,89
Guaiba;16/10/2019;17:00;16,25;1,74;10,48;30,01;2,92
Guaiba;16/10/2019;18:00;15,75;1,33;10,42;28,36;2,93
Guaiba;16/10/2019;19:00;20,5;1,17;12,88;22,64;2,96
Guaiba;16/10/2019;20:00;15,5;1,09;11,59;23,56;2,95
Guaiba;16/10/2019;21:00;9;0,97;7,85;31,33;2,9
Guaiba;16/10/2019;22:00;8;0,94;6,1;31,42;2,88
Guaiba;16/10/2019;23:00;4;0,78;4,08;33,65;2,84
Guaiba;17/10/2019;0:00;3,5;0,78;3,4;34,95;2,84
Guaiba;17/10/2019;1:00;2,5;0,74;2,63;35,36;2,84
Guaiba;17/10/2019;2:00;5;0,68;2,15;36,02;2,83
Guaiba;17/10/2019;3:00;3,5;0,85;1,89;35,31;2,83
Guaiba;17/10/2019;4:00;3,25;0,73;1,74;34,67;2,83
Guaiba;17/10/2019;5:00;9,25;0,62;1,76;35,31;2,81
Guaiba;17/10/2019;6:00;5;0,8;2,64;35,21;2,8
Guaiba;17/10/2019;7:00;9,75;0,75;5,53;31,88;2,83
Guaiba;17/10/2019;8:00;3,5;0,85;6,68;31,91;2,86
Guaiba;17/10/2019;9:00;5,5;0,77;7,96;31,18;2,87
Guaiba;17/10/2019;10:00;5,5;0,72;6,87;32,13;2,89
Guaiba;17/10/2019;11:00;4,25;0,73;7,5;31,18;2,89
Guaiba;17/10/2019;12:00;8,25;0,78;6,46;34,58;2,87
Guaiba;17/10/2019;13:00;6,5;0,85;6,22;35,4;2,86
Guaiba;17/10/2019;14:00;9;0,94;6,99;35,08;2,87
Guaiba;17/10/2019;15:00;13,75;1,09;8,24;30,31;2,89
Guaiba;17/10/2019;16:00;18,25;1,41;10,97;22,78;2,92
Guaiba;17/10/2019;17:00;12,75;1,25;8,14;27,61;2,88
Guaiba;17/10/2019;18:00;9,5;0,92;10,55;25,52;2,92
Guaiba;17/10/2019;19:00;10;1,26;12,54;20,83;2,96
Guaiba;17/10/2019;20:00;11;0,99;11,31;20,63;2,96
Guaiba;17/10/2019;21:00;11;0,88;16,81;11,99;2,96
Guaiba;17/10/2019;22:00;11,25;0,97;15,89;13,25;2,97
Guaiba;17/10/2019;23:00;8,5;0,87;10,71;24,72;2,92
Guaiba;18/10/2019;0:00;7,25;0,81;8,6;31,19;2,9
Guaiba;18/10/2019;1:00;7,75;0,68;6,97;30,43;2,87
Guaiba;18/10/2019;2:00;9,5;0,63;5,91;28,22;2,87
Guaiba;18/10/2019;3:00;10;0,59;4,76;29,48;2,88
Guaiba;18/10/2019;4:00;10,75;0,68;4,66;24,48;2,88
Guaiba;18/10/2019;5:00;13;0,68;4,55;22,86;2,87
Guaiba;18/10/2019;6:00;12,5;0,75;5,54;25,67;2,89
Guaiba;18/10/2019;7:00;8,75;0,71;4,91;24,56;2,87
Guaiba;18/10/2019;8:00;9,25;0,69;3,53;26,73;2,87
Guaiba;18/10/2019;9:00;10,75;0,72;2,54;30,63;2,82
Guaiba;18/10/2019;10:00;9;0,83;2,04;34,42;2,81
Guaiba;18/10/2019;11:00;8,75;0,85;1,84;38,52;2,81
Guaiba;18/10/2019;12:00;7;0,89;1,65;37,62;2,81
Guaiba;18/10/2019;13:00;7;0,85;1,47;37,68;2,8
Guaiba;18/10/2019;14:00;11,25;0,94;2,53;37,79;2,81
Guaiba;18/10/2019;15:00;17,5;1;2,7;38,61;2,8
Guaiba;18/10/2019;16:00;17,5;1,01;6,39;33,55;2,82
Guaiba;18/10/2019;17:00;17,75;1,14;9,11;29,97;2,84
Guaiba;18/10/2019;18:00;18,25;1,46;11,37;31,17;2,91
Guaiba;18/10/2019;19:00;8,75;1,19;9,9;31,85;2,91
Guaiba;18/10/2019;20:00;7,25;1,01;7,71;34,96;2,91
Guaiba;18/10/2019;21:00;11,25;0,9;5,31;35,17;2,87
Guaiba;18/10/2019;22:00;8,25;0,8;4;35,76;2,85
Guaiba;18/10/2019;23:00;4,75;0,72;3,49;39,78;2,83
Guaiba;19/10/2019;0:00;11,5;0,74;3,64;42,95;2,82
Guaiba;19/10/2019;1:00;17,25;0,69;2,77;45,07;2,8
Guaiba;19/10/2019;2:00;15;0,7;2;45,01;2,8
Guaiba;19/10/2019;3:00;16,75;0,74;1,93;44,62;2,79
Guaiba;19/10/2019;4:00;16,5;0,75;2,01;42,42;2,78
Guaiba;19/10/2019;5:00;15,75;0,81;2,31;40,25;2,8
Guaiba;19/10/2019;6:00;15,5;0,74;2,37;38,6;2,77
Guaiba;19/10/2019;7:00;13,75;0,72;3,31;35,51;2,79
Guaiba;19/10/2019;8:00;6,75;0,71;2,06;41,72;2,78
Guaiba;19/10/2019;9:00;8,5;0,82;2,22;43,66;2,76
Guaiba;19/10/2019;10:00;5,75;0,83;2,21;45,98;2,75
Guaiba;19/10/2019;11:00;11,75;0,89;2,55;46,35;2,73
Guaiba;19/10/2019;12:00;10,75;1,07;3,56;44,14;2,74
Guaiba;19/10/2019;13:00;5,5;1,04;3,44;43,54;2,77
Guaiba;19/10/2019;14:00;17,5;2,26;5,6;43,18;2,75
Guaiba;19/10/2019;15:00;17,25;3,63;8,26;40,99;2,78
Guaiba;19/10/2019;16:00;17,5;3,09;9,7;40,44;2,77
Guaiba;19/10/2019;17:00;17,75;1,29;6,96;45,46;2,78
Guaiba;19/10/2019;18:00;17,5;2,12;9,37;41,4;2,8
Guaiba;19/10/2019;19:00;18,5;1,35;7,3;43,69;2,82
Guaiba;19/10/2019;20:00;17,5;0,98;6,06;43,68;2,81
Guaiba;19/10/2019;21:00;18;0,89;4,55;43,15;2,83
Guaiba;19/10/2019;22:00;18;0,74;3,44;42,47;2,8
Guaiba;19/10/2019;23:00;18;0,72;3,85;42,24;2,8
Guaiba;20/10/2019;0:00;23,75;0,8;4,26;38,88;2,82
Guaiba;20/10/2019;1:00;19,5;0,73;3,25;36,09;2,82
Guaiba;20/10/2019;2:00;18,25;0,64;2,54;36,22;2,79
Guaiba;20/10/2019;3:00;17,25;0,61;2,53;34,39;2,79
Guaiba;20/10/2019;4:00;17,5;0,67;2,28;38,72;2,78
Guaiba;20/10/2019;5:00;20,75;0,67;2,7;36,51;2,77
Guaiba;20/10/2019;6:00;24,75;0,62;4,06;30,47;2,78
Guaiba;20/10/2019;7:00;20,5;0,74;3,2;33,31;2,78
Guaiba;20/10/2019;8:00;20,5;0,98;3,11;38,1;2,79
Guaiba;20/10/2019;9:00;21,25;4,36;7,18;36,4;2,77
Guaiba;20/10/2019;10:00;23,5;3,59;7,01;39,58;2,76
Guaiba;20/10/2019;11:00;29;5,77;11,88;35,58;2,76
Guaiba;20/10/2019;12:00;26,75;5,79;13,86;36,06;2,77
Guaiba;20/10/2019;13:00;32;1,93;11,15;42,26;2,77
Guaiba;20/10/2019;14:00;27,5;1,33;8,85;44,52;2,76
Guaiba;20/10/2019;15:00;28;3,53;9,69;41,07;2,78
Guaiba;20/10/2019;16:00;23,75;4,4;10,45;41,64;2,78
Guaiba;20/10/2019;17:00;24,75;1,08;5,55;48,48;2,77
Guaiba;20/10/2019;18:00;27,75;0,89;3,9;47,87;2,77
Guaiba;20/10/2019;19:00;28,75;0,8;4,16;46,11;2,79
Guaiba;20/10/2019;20:00;29;0,75;4,04;44,48;2,79
Guaiba;20/10/2019;21:00;26,75;0,75;3,56;45,28;2,8
Guaiba;20/10/2019;22:00;26;0,73;3,16;45,25;2,81
Guaiba;20/10/2019;23:00;24;0,66;2,39;46,44;2,79
Guaiba;21/10/2019;0:00;23,25;0,64;2,01;44,95;2,79
Guaiba;21/10/2019;1:00;21,5;0,61;1,43;47,2;2,78
Guaiba;21/10/2019;2:00;21;3,12;5,77;41,47;2,79
Guaiba;21/10/2019;3:00;21,75;1,15;2,7;48,79;2,77
Guaiba;21/10/2019;4:00;16,75;0,75;1,53;46,08;2,79
Guaiba;21/10/2019;5:00;20,5;0,66;1,23;46;2,79
Guaiba;21/10/2019;6:00;17;0,64;2,21;41,75;2,79
Guaiba;21/10/2019;7:00;19,5;1,08;5,72;34,46;2,81
Guaiba;21/10/2019;8:00;26,25;1,76;7,63;33,96;2,82
Guaiba;21/10/2019;9:00;25;1,16;7,54;36,93;2,85
Guaiba;21/10/2019;10:00;22,5;1,16;6,59;40,45;2,82
Guaiba;21/10/2019;11:00;21,5;0,83;5,73;40,64;2,81
Guaiba;21/10/2019;12:00;17;0,97;6,38;39,68;2,84
Guaiba;21/10/2019;13:00;17;0,95;8,22;36,31;2,85
Guaiba;21/10/2019;14:00;14,25;1;8,76;34,85;2,88
Guaiba;21/10/2019;15:00;10;0,81;7,25;39,89;2,91
Guaiba;21/10/2019;16:00;11;0,8;9,36;37,48;2,89
Guaiba;21/10/2019;17:00;11,25;0,73;11,87;28,89;2,87
Guaiba;21/10/2019;18:00;10,5;0,7;11,53;22,84;2,87
Guaiba;21/10/2019;19:00;7,75;0,62;10,16;24,36;2,86
Guaiba;21/10/2019;20:00;7,25;0,63;9,75;25,24;2,88
Guaiba;21/10/2019;21:00;12,75;0,68;10,67;22,64;2,9
Guaiba;21/10/2019;22:00;;;;;
Guaiba;21/10/2019;23:00;3;0,65;3,89;38,33;4,35
Guaiba;22/10/2019;0:00;4,25;0,61;2,59;43,59;5,33
Guaiba;22/10/2019;1:00;5,75;0,61;1,86;43,41;5,71
Guaiba;22/10/2019;2:00;7,25;0,56;1,5;42,75;5,67
Guaiba;22/10/2019;3:00;9,25;0,55;1,58;41,87;4,67
Guaiba;22/10/2019;4:00;9,25;0,55;2,03;39,2;3,89
Guaiba;22/10/2019;5:00;9;0,56;1,88;39,14;3,4
Guaiba;22/10/2019;6:00;11,25;0,57;1,95;38,31;3,04
Guaiba;22/10/2019;7:00;13;0,64;6,83;28,49;2,87
Guaiba;22/10/2019;8:00;11;0,59;7,56;29,09;2,85
Guaiba;22/10/2019;9:00;11,5;0,67;3,83;40,19;2,84
Guaiba;22/10/2019;10:00;10;0,67;3,35;41,68;2,81
Guaiba;22/10/2019;11:00;12,75;0,75;3,75;43,68;2,85
Guaiba;22/10/2019;12:00;12,5;0,78;4,88;41,17;2,85
Guaiba;22/10/2019;13:00;12,25;0,97;6,5;39,4;2,81
Guaiba;22/10/2019;14:00;12;1,54;6,94;38,14;2,85
Guaiba;22/10/2019;15:00;11,75;2,26;7,34;39,83;2,78
Guaiba;22/10/2019;16:00;19;3,63;9,03;37,83;2,78
Guaiba;22/10/2019;17:00;20,75;5,93;11,88;34,85;2,79
Guaiba;22/10/2019;18:00;17,25;4,32;13,39;33,59;2,82
Guaiba;22/10/2019;19:00;21;3,36;15,24;32,51;2,82
Guaiba;22/10/2019;20:00;16,25;3,04;12,37;36,74;2,78
Guaiba;22/10/2019;21:00;19,25;1,25;13,85;30,76;2,83
Guaiba;22/10/2019;22:00;21,25;1,1;14,74;27,57;2,84
Guaiba;22/10/2019;23:00;25,25;0,98;12,7;26,97;2,85
Guaiba;23/10/2019;0:00;23,75;0,91;14,52;15,15;2,89
Guaiba;23/10/2019;1:00;26,75;0,96;14,57;5,85;2,91
Guaiba;23/10/2019;2:00;21;0,83;12,2;13,01;2,95
Guaiba;23/10/2019;3:00;14,5;0,76;7,75;15,5;2,22
Guaiba;23/10/2019;4:00;16,75;0,76;8,13;11,56;2,6
Guaiba;23/10/2019;5:00;21,25;0,82;10,07;8,35;2,78
Guaiba;23/10/2019;6:00;21,75;0,83;10,62;7,85;2,78
Guaiba;23/10/2019;7:00;9,5;0,91;6,81;16,76;2,58
Guaiba;23/10/2019;8:00;11,5;1,07;6,81;18,83;2,63
Guaiba;23/10/2019;9:00;13,5;1,98;10,9;25,57;2,75
Guaiba;23/10/2019;10:00;17,75;2,74;11,44;59,98;2,73
Guaiba;23/10/2019;11:00;20,25;6,82;16,12;47,4;2,71
Guaiba;23/10/2019;12:00;21,5;2,53;13,92;53,08;2,7
Guaiba;23/10/2019;13:00;19,5;2,05;9,76;49,89;2,69
Guaiba;23/10/2019;14:00;14;1,68;7,38;55,61;2,69
Guaiba;23/10/2019;15:00;18,25;1,49;7,11;56,54;2,64
Guaiba;23/10/2019;16:00;25,5;1,62;8,51;43,48;2,7
Guaiba;23/10/2019;17:00;27,25;3,93;11,42;42,54;2,68
Guaiba;23/10/2019;18:00;31;7,36;15,33;37,15;2,73
Guaiba;23/10/2019;19:00;22,5;2,31;11,93;39,65;2,72
Guaiba;23/10/2019;20:00;27,5;1,47;10,26;40,57;2,75
Guaiba;23/10/2019;21:00;26,5;1,28;7,91;42,38;2,76
Guaiba;23/10/2019;22:00;22,75;1,07;7,4;36,88;2,76
Guaiba;23/10/2019;23:00;19,25;0,95;6,33;35,13;2,76
Guaiba;24/10/2019;0:00;20;0,95;8,71;26,21;2,78
Guaiba;24/10/2019;1:00;11,77;;6,13;11,54;
Guaiba;24/10/2019;2:00;13,6;;7,17;10;
Guaiba;24/10/2019;3:00;11,02;;7,38;8,24;
Guaiba;24/10/2019;4:00;8,44;;6,69;7,19;
Guaiba;24/10/2019;5:00;8,01;;4,3;11,53;
Guaiba;24/10/2019;6:00;10,15;;4,69;12,95;
Guaiba;24/10/2019;7:00;12,35;;19,87;4,23;
Guaiba;24/10/2019;8:00;18,93;;22,87;6,48;
Guaiba;24/10/2019;9:00;18,54;;18,92;13,96;
Guaiba;24/10/2019;10:00;18,53;;19,3;21,65;
Guaiba;24/10/2019;11:00;20,47;;16,22;36,16;
Guaiba;24/10/2019;12:00;17,4;;13,16;59,38;
Guaiba;24/10/2019;13:00;13,65;;8,06;65,39;
Guaiba;24/10/2019;14:00;9,11;;4,45;53,29;
Guaiba;24/10/2019;15:00;11,52;;2,56;57,46;
Guaiba;24/10/2019;16:00;15,89;;2,2;60,84;
Guaiba;24/10/2019;17:00;13,52;;2,58;58,94;
Guaiba;24/10/2019;18:00;14,92;;3,71;57,89;
Guaiba;24/10/2019;19:00;17,78;;9,42;49,03;
Guaiba;24/10/2019;20:00;23,8;;14,49;33,75;
Guaiba;24/10/2019;21:00;29,05;;6,57;39,41;
Guaiba;24/10/2019;22:00;36;;4,93;29,99;
Guaiba;24/10/2019;23:00;39,25;;8,71;18,55;
Guaiba;25/10/2019;0:00;28,41;;10,87;16,72;
Guaiba;25/10/2019;1:00;21,25;5,02;9,25;34,96;2,71
Guaiba;25/10/2019;2:00;18;5,09;12,57;29,29;2,71
Guaiba;25/10/2019;3:00;18,75;7,98;14,17;30,34;2,72
Guaiba;25/10/2019;4:00;18,75;3,12;6,63;39,99;2,69
Guaiba;25/10/2019;5:00;16;1,96;5,24;38,06;2,7
Guaiba;25/10/2019;6:00;22;1,6;5,88;34,55;2,69
Guaiba;25/10/2019;7:00;28,75;2,02;6,99;33,28;2,72
Guaiba;25/10/2019;8:00;22;1,93;5,25;40,72;2,71
Guaiba;25/10/2019;9:00;17,5;7,66;11,3;35,55;2,65
Guaiba;25/10/2019;10:00;10,33;7,15;11,9;40,2;2,66
Guaiba;25/10/2019;11:00;27,5;4,39;10,55;43,91;2,66
Guaiba;25/10/2019;12:00;22,25;1,8;6,82;49,37;2,65
Guaiba;25/10/2019;13:00;16,25;9,34;13,62;39,46;2,67
Guaiba;25/10/2019;14:00;18,75;8,13;13,96;43,67;2,67
Guaiba;25/10/2019;15:00;21,75;7,12;13,79;45,56;2,67
Guaiba;25/10/2019;16:00;18,75;10,24;17,85;41,27;2,65
Guaiba;25/10/2019;17:00;19,25;3,39;13;50,72;2,68
Guaiba;25/10/2019;18:00;29,25;6,51;14,96;44,32;2,7
Guaiba;25/10/2019;19:00;29;1,77;15,94;39,42;2,75
Guaiba;25/10/2019;20:00;32;1,38;15,02;36,16;2,78
Guaiba;25/10/2019;21:00;39,25;1,42;13,79;38,06;2,79
Guaiba;25/10/2019;22:00;34,5;1,28;13,81;36,67;2,8
Guaiba;25/10/2019;23:00;29;1,2;12,68;37,13;2,83
Guaiba;26/10/2019;0:00;68;1,24;18,15;16,81;2,95
Guaiba;26/10/2019;1:00;40,25;1,68;15,21;20,41;2,93
Guaiba;26/10/2019;2:00;43,75;2,55;18,96;7,91;2,89
Guaiba;26/10/2019;3:00;46;1,32;18,36;6,64;2,9
Guaiba;26/10/2019;4:00;48;1,12;16,05;5,22;2,85
Guaiba;26/10/2019;5:00;36,75;0,99;14,72;4,6;2,82
Guaiba;26/10/2019;6:00;36,5;0,99;13,91;6,38;2,82
Guaiba;26/10/2019;7:00;47,5;1,1;12,54;12,98;2,82
Guaiba;26/10/2019;8:00;31;1,82;12,04;24,48;2,77
Guaiba;26/10/2019;9:00;29,25;6,03;10,15;40,92;2,76
Guaiba;26/10/2019;10:00;23,75;2,87;14,06;56,1;2,73
Guaiba;26/10/2019;11:00;18,5;2,3;9,41;59,38;2,71
Guaiba;26/10/2019;12:00;40,25;7,31;14,59;75,64;2,73
Guaiba;26/10/2019;13:00;39,25;2,39;11,37;68,49;2,73
Guaiba;26/10/2019;14:00;28;1,71;7,26;57,23;2,7
Guaiba;26/10/2019;15:00;27,75;2,41;5,76;59,49;2,7
Guaiba;26/10/2019;16:00;47,75;5,29;8,48;56,17;2,7
Guaiba;26/10/2019;17:00;50,25;4,94;7,02;60,66;2,73
Guaiba;26/10/2019;18:00;46,75;3,8;7,09;53,79;2,72
Guaiba;26/10/2019;19:00;42,25;2,06;7,99;43,93;2,73
Guaiba;26/10/2019;20:00;43,25;1,58;7,83;36,46;2,74
Guaiba;26/10/2019;21:00;41,75;1,27;7,14;32,03;2,71
Guaiba;26/10/2019;22:00;42,5;1,14;9,41;25,05;2,83
Guaiba;26/10/2019;23:00;36;1,18;10,05;18,25;2,84
Guaiba;27/10/2019;0:00;63,5;1,25;14,56;4,64;2,96
Guaiba;27/10/2019;1:00;69,25;1,17;13,75;4,94;2,96
Guaiba;27/10/2019;2:00;46,25;1,09;12,68;6;2,98
Guaiba;27/10/2019;3:00;49,5;1,09;11,46;5,03;2,9
Guaiba;27/10/2019;4:00;44,5;1,37;5,38;23,67;2,8
Guaiba;27/10/2019;5:00;24,5;1,09;5,32;28,89;2,77
Guaiba;27/10/2019;6:00;17,25;1;4,42;34,29;2,75
Guaiba;27/10/2019;7:00;18,75;1,04;4,71;39,87;2,74
Guaiba;27/10/2019;8:00;20,5;1,65;6,5;33,99;2,73
Guaiba;27/10/2019;9:00;22,75;1,65;6,02;30,3;2,77
Guaiba;27/10/2019;10:00;21;1,33;6,52;30,47;2,75
Guaiba;27/10/2019;11:00;;;;;
Guaiba;27/10/2019;12:00;;;;;
Guaiba;27/10/2019;13:00;;;;;
Guaiba;27/10/2019;14:00;;;;;
Guaiba;27/10/2019;15:00;;;;;
Guaiba;27/10/2019;16:00;;;;;
Guaiba;27/10/2019;17:00;;;;;
Guaiba;27/10/2019;18:00;;;;;
Guaiba;27/10/2019;19:00;;;;;
Guaiba;27/10/2019;20:00;;;;;
Guaiba;27/10/2019;21:00;;;;;
Guaiba;27/10/2019;22:00;;;;;
Guaiba;27/10/2019;23:00;;;;;
Guaiba;28/10/2019;0:00;;;;;
Guaiba;28/10/2019;1:00;;;;;
Guaiba;28/10/2019;2:00;;;;;
Guaiba;28/10/2019;3:00;;;;;
Guaiba;28/10/2019;4:00;;;;;
Guaiba;28/10/2019;5:00;;;;;
Guaiba;28/10/2019;6:00;;;;;
Guaiba;28/10/2019;7:00;;;;;
Guaiba;28/10/2019;8:00;;;;;
Guaiba;28/10/2019;9:00;;;;;
Guaiba;28/10/2019;10:00;;2,04;23,25;35,77;3,32
Guaiba;28/10/2019;11:00;;2,69;16,7;66,68;2,91
Guaiba;28/10/2019;12:00;;1,47;7,07;66,67;2,82
Guaiba;28/10/2019;13:00;;1,32;6,1;71,43;2,78
Guaiba;28/10/2019;14:00;;1,14;5,96;70,51;2,76
Guaiba;28/10/2019;15:00;;1,17;6,79;74,48;2,73
Guaiba;28/10/2019;16:00;4,67;1,12;8,78;72,26;2,72
Guaiba;28/10/2019;17:00;10;1,05;10,33;66,44;2,72
Guaiba;28/10/2019;18:00;10,5;0,98;10,92;48,74;2,71
Guaiba;28/10/2019;19:00;15,5;0,96;12,72;41,45;2,73
Guaiba;28/10/2019;20:00;19,25;0,98;17,53;28,55;2,75
Guaiba;28/10/2019;21:00;44,5;1,14;23,3;14,12;2,95
Guaiba;28/10/2019;22:00;41,75;1,21;23,2;12,62;2,96
Guaiba;28/10/2019;23:00;39,25;1,19;23,16;12,58;2,94
Guaiba;29/10/2019;0:00;51,25;1,46;22,07;6,01;3,01
Guaiba;29/10/2019;1:00;44,25;1,59;21,29;6,43;2,97
Guaiba;29/10/2019;2:00;30;1,53;11,38;37,69;2,82
Guaiba;29/10/2019;3:00;5,5;1,54;10,11;64,22;2,7
Guaiba;29/10/2019;4:00;;1,52;5,21;72,09;2,63
Guaiba;29/10/2019;5:00;15;1,05;3,75;73,45;2,62
Guaiba;29/10/2019;6:00;17,25;0,99;4,38;69,81;2,59
Guaiba;29/10/2019;7:00;16;1,03;6,5;66,7;2,6
Guaiba;29/10/2019;8:00;18;2,15;6,96;63,46;2,57
Guaiba;29/10/2019;9:00;18,5;1,78;7,23;59,78;2,56
Guaiba;29/10/2019;10:00;31,25;1,3;10,24;43,82;2,58
