Cidade;Data;Hora;PM10;SO2;NO2;O3;CO
Guaiba;17/01/2019;1:00;16;0,065;9,58;19,13;0,62
Guaiba;17/01/2019;2:00;10,5;0,13;6,4;19,89;0,6
Guaiba;17/01/2019;3:00;11,25;0,065;4,65;23,29;0,58
Guaiba;17/01/2019;4:00;13;0,065;4,73;22,67;0,55
Guaiba;17/01/2019;5:00;13,5;0,13;4,2;24,12;0,57
Guaiba;17/01/2019;6:00;7,75;0,065;8,64;20,28;0,6
Guaiba;17/01/2019;7:00;11,75;0,16;16,24;16,75;0,66
Guaiba;17/01/2019;8:00;13;0,13;16,19;16,94;0,7
Guaiba;17/01/2019;9:00;15,25;0,24;14,86;18,03;0,74
Guaiba;17/01/2019;10:00;10,75;0,17;11,35;21,58;0,62
Guaiba;17/01/2019;11:00;8,25;0,29;13,04;22,85;0,64
Guaiba;17/01/2019;12:00;8;0,15;8,5;25,73;0,58
Guaiba;17/01/2019;13:00;2,5;0,13;4,77;25,83;0,57
Guaiba;17/01/2019;14:00;3,25;0,065;4,83;27,01;0,57
Guaiba;17/01/2019;15:00;7,5;0,065;3,95;28,65;0,56
Guaiba;17/01/2019;16:00;20,75;0,15;6,64;24,47;0,57
Guaiba;17/01/2019;17:00;15;0,21;12,21;23,61;0,61
Guaiba;17/01/2019;18:00;24;0,2;12,31;19,19;0,6
Guaiba;17/01/2019;19:00;16,75;0,14;7,1;22,03;0,55
Guaiba;17/01/2019;20:00;8,75;0,14;3,7;24,16;0,55
Guaiba;17/01/2019;21:00;9,5;0,065;3,58;24,24;0,55
Guaiba;17/01/2019;22:00;8,25;0,065;10,16;21,47;0,55
Guaiba;17/01/2019;23:00;11,25;0,065;8,15;23,42;0,54
Guaiba;18/01/2019;0:00;5,75;0,065;5,32;24,07;0,54
Guaiba;18/01/2019;1:00;2,75;0,065;1,22;27,03;0,52
Guaiba;18/01/2019;2:00;9,75;0,065;0,99;25,49;0,52
Guaiba;18/01/2019;3:00;10,5;0,065;2,64;23,12;0,52
Guaiba;18/01/2019;4:00;12,75;0,065;0,99;23,94;0,52
Guaiba;18/01/2019;5:00;15;0,065;2,21;21,3;0,53
Guaiba;18/01/2019;6:00;17;0,17;4,14;18,35;0,55
Guaiba;18/01/2019;7:00;12,5;0,14;5,27;19,12;0,56
Guaiba;18/01/2019;8:00;13,5;0,15;5,64;20,42;0,57
Guaiba;18/01/2019;9:00;14;0,13;4,57;21,65;0,58
Guaiba;18/01/2019;10:00;14,75;0,16;5,04;23,69;0,58
Guaiba;18/01/2019;11:00;13,25;0,065;6,14;25,58;0,61
Guaiba;18/01/2019;12:00;12,5;0,15;3,9;29,9;0,57
Guaiba;18/01/2019;13:00;21,5;0,13;5,86;33,71;0,6
Guaiba;18/01/2019;14:00;13,75;0,18;11,25;27,77;0,6
Guaiba;18/01/2019;15:00;15;0,17;6,43;24,39;0,56
Guaiba;18/01/2019;16:00;6,75;0,13;5,98;26,53;0,57
Guaiba;18/01/2019;17:00;15;0,19;14,22;21,53;0,57
Guaiba;18/01/2019;18:00;15,25;0,065;12,68;20,38;0,56
Guaiba;18/01/2019;19:00;15;0,065;10,36;21,9;0,58
Guaiba;18/01/2019;20:00;15,25;0,065;11,46;30,32;0,59
Guaiba;18/01/2019;21:00;14,25;0,13;12,06;27,25;0,62
Guaiba;18/01/2019;22:00;19;0,065;14,8;17,81;0,64
Guaiba;18/01/2019;23:00;18,5;0,065;12,03;18,86;0,61
Guaiba;19/01/2019;0:00;18,75;0,19;10,16;19,14;0,61
Guaiba;19/01/2019;1:00;8;0,065;7,62;20,97;0,6
Guaiba;19/01/2019;2:00;8,5;0,065;6,65;19,72;0,61
Guaiba;19/01/2019;3:00;7;0,065;4,05;22,82;0,6
Guaiba;19/01/2019;4:00;;0,065;3,35;19,29;0,58
Guaiba;19/01/2019;5:00;3;0,065;1,53;17,04;0,54
Guaiba;19/01/2019;6:00;;0,065;1,11;22,26;0,52
Guaiba;19/01/2019;7:00;1;0,065;1,22;22,68;0,52
Guaiba;19/01/2019;8:00;5;0,065;1,19;22,59;0,53
Guaiba;19/01/2019;9:00;6;0,065;1,48;23,92;0,53
Guaiba;19/01/2019;10:00;6,75;0,065;2,92;23,33;0,54
Guaiba;19/01/2019;11:00;5,5;0,13;8,81;19,57;0,56
Guaiba;19/01/2019;12:00;12,75;0,16;5,44;24,17;0,55
Guaiba;19/01/2019;13:00;7,5;0,18;8,93;23,23;0,54
Guaiba;19/01/2019;14:00;14;0,5;12,78;21,38;0,53
Guaiba;19/01/2019;15:00;14,25;0,59;4,64;27,47;0,53
Guaiba;19/01/2019;16:00;4;0,46;7,57;26,78;0,55
Guaiba;19/01/2019;17:00;5;0,4;3,57;28,11;0,54
Guaiba;19/01/2019;18:00;8;0,35;6,47;26,72;0,53
Guaiba;19/01/2019;19:00;7;0,29;5,07;26,24;0,55
Guaiba;19/01/2019;20:00;7;0,26;4,95;26,74;0,54
Guaiba;19/01/2019;21:00;7,25;0,25;2,4;26,08;0,53
Guaiba;19/01/2019;22:00;9,5;0,22;1,95;25,14;0,52
Guaiba;19/01/2019;23:00;6,25;0,19;1,54;23,28;0,51
Guaiba;20/01/2019;0:00;13,5;0,19;0,91;23,14;0,51
Guaiba;20/01/2019;1:00;10,75;0,19;0,375;24,65;0,5
Guaiba;20/01/2019;2:00;8,5;0,22;0,375;23,39;0,5
Guaiba;20/01/2019;3:00;6,5;0,17;0,375;24,14;0,49
Guaiba;20/01/2019;4:00;8,75;0,2;0,375;22,26;0,5
Guaiba;20/01/2019;5:00;10,75;0,065;0,375;21,71;0,49
Guaiba;20/01/2019;6:00;14;0,17;1,23;20,89;0,51
Guaiba;20/01/2019;7:00;15,25;0,2;2;20,15;0,51
Guaiba;20/01/2019;8:00;15,25;0,19;0,85;21,42;0,51
Guaiba;20/01/2019;9:00;16;1,13;6,62;19,33;0,51
Guaiba;20/01/2019;10:00;15;3,36;10,05;19,38;0,5
Guaiba;20/01/2019;11:00;19,75;4,3;9,51;20,01;0,53
Guaiba;20/01/2019;12:00;9,75;2,6;2,24;23,92;0,52
Guaiba;20/01/2019;13:00;8,25;1,92;2,83;23,99;0,49
Guaiba;20/01/2019;14:00;10,75;0,91;1,91;24,31;0,49
Guaiba;20/01/2019;15:00;5;0,57;1,22;24,26;0,49
Guaiba;20/01/2019;16:00;12;0,71;4,66;23,31;0,51
Guaiba;20/01/2019;17:00;9,5;2,46;9,72;20,31;0,51
Guaiba;20/01/2019;18:00;9,33;1,85;5,45;21,19;0,53
Guaiba;20/01/2019;19:00;7,5;0,86;3,07;23,49;0,52
Guaiba;20/01/2019;20:00;14,75;0,5;3,84;27,49;0,54
Guaiba;20/01/2019;21:00;11,75;0,41;3,54;31,27;0,55
Guaiba;20/01/2019;22:00;15,5;0,28;2,69;32,4;0,54
Guaiba;20/01/2019;23:00;15,75;0,26;2,33;31,83;0,54
Guaiba;21/01/2019;0:00;7,25;0,23;1,49;32,95;0,52
Guaiba;21/01/2019;1:00;7;0,21;0,77;30,1;0,52
Guaiba;21/01/2019;2:00;6,5;0,17;0,375;26,57;0,52
Guaiba;21/01/2019;3:00;7,5;0,22;1,09;24,55;0,52
Guaiba;21/01/2019;4:00;9,25;0,16;1,52;23,78;0,52
Guaiba;21/01/2019;5:00;10;0,18;3,26;23,85;0,53
Guaiba;21/01/2019;6:00;10,25;0,2;5,86;27,23;0,54
Guaiba;21/01/2019;7:00;15,75;0,19;9,37;23,59;0,6
Guaiba;21/01/2019;8:00;16,5;0,2;8,26;23,61;0,58
Guaiba;21/01/2019;9:00;8,75;0,19;5,32;27,85;0,55
Guaiba;21/01/2019;10:00;7,5;0,2;3,56;29,54;0,53
Guaiba;21/01/2019;11:00;14,75;0,24;3,12;35,8;0,53
Guaiba;21/01/2019;12:00;11,5;0,31;2,52;38,38;0,52
Guaiba;21/01/2019;13:00;12,5;0,34;7,38;31,42;0,56
Guaiba;21/01/2019;14:00;14,25;0,25;6,52;29,27;0,56
Guaiba;21/01/2019;15:00;6,25;3,6;12,24;26,4;0,56
Guaiba;21/01/2019;16:00;8,5;3,18;12,24;26;0,55
Guaiba;21/01/2019;17:00;14,25;5,19;12,26;26,53;0,57
Guaiba;21/01/2019;18:00;13,67;2,62;8,42;28,73;0,56
Guaiba;21/01/2019;19:00;22,25;2,18;9,41;26,36;0,57
Guaiba;21/01/2019;20:00;13;0,97;5,86;26,53;0,57
Guaiba;21/01/2019;21:00;13,75;0,48;6,09;23,43;0,58
Guaiba;21/01/2019;22:00;9,75;0,4;6,61;23,1;0,58
Guaiba;21/01/2019;23:00;8;0,38;5,06;26,33;0,56
Guaiba;22/01/2019;0:00;11,75;0,29;7,66;21,71;0,6
Guaiba;22/01/2019;1:00;10,5;0,24;5;22,57;0,57
Guaiba;22/01/2019;2:00;9;0,24;2,95;27,31;0,54
Guaiba;22/01/2019;3:00;16,5;0,25;16,35;7,52;0,57
Guaiba;22/01/2019;4:00;20,75;0,24;14,86;5,86;0,58
Guaiba;22/01/2019;5:00;19;0,3;17,2;2,24;0,6
Guaiba;22/01/2019;6:00;56,5;0,48;18,34;1,16;0,75
Guaiba;22/01/2019;7:00;83,75;0,61;23,25;2,95;0,81
Guaiba;22/01/2019;8:00;6,67;0,96;16,88;13,12;0,66
Guaiba;22/01/2019;9:00;19,5;3,06;9,81;23,77;0,6
Guaiba;22/01/2019;10:00;18,75;4,42;10,79;36,38;0,58
Guaiba;22/01/2019;11:00;15,5;4,55;14,63;65,04;0,63
Guaiba;22/01/2019;12:00;20,67;2,37;10,91;92,94;0,6
Guaiba;22/01/2019;13:00;20,25;1,65;8,62;101;0,59
Guaiba;22/01/2019;14:00;17;8,78;19,79;53,46;0,53
Guaiba;22/01/2019;15:00;21;15,68;27,67;39,92;0,53
Guaiba;22/01/2019;16:00;23,25;9,18;15,79;55,18;0,54
Guaiba;22/01/2019;17:00;17,5;2,9;10,87;44,55;0,55
Guaiba;22/01/2019;18:00;45,25;1,05;8,83;42,29;0,57
Guaiba;22/01/2019;19:00;10;0,84;6,83;40,52;0,56
Guaiba;22/01/2019;20:00;25,25;0,82;10,2;37,76;0,59
Guaiba;22/01/2019;21:00;33,25;0,78;8,3;36,91;0,62
Guaiba;22/01/2019;22:00;30,25;0,45;11,36;26,11;0,67
Guaiba;22/01/2019;23:00;31,25;0,33;18,88;11,91;0,7
Guaiba;23/01/2019;0:00;29,5;0,32;21,28;4,79;0,7
Guaiba;23/01/2019;1:00;80,25;0,16;12,87;8,29;0,62
Guaiba;23/01/2019;2:00;1;0,19;7,9;12,18;0,58
Guaiba;23/01/2019;3:00;12;0,2;14,1;;0,61
Guaiba;23/01/2019;4:00;15,75;0,17;11,18;7,66;0,58
Guaiba;23/01/2019;5:00;22,5;0,26;19,17;1,09;0,61
Guaiba;23/01/2019;6:00;41,75;0,38;18,69;0,49;0,69
Guaiba;23/01/2019;7:00;64,25;0,37;17,17;1,91;0,72
Guaiba;23/01/2019;8:00;27,75;0,25;13,81;11,53;0,79
Guaiba;23/01/2019;9:00;38;0,26;14,23;21,41;0,66
Guaiba;23/01/2019;10:00;42;0,23;8,92;49,48;0,66
Guaiba;23/01/2019;11:00;32;0,19;6,41;77,41;0,64
Guaiba;23/01/2019;12:00;51,25;0,26;10,89;101,5;0,66
Guaiba;23/01/2019;13:00;49,75;0,48;20,22;96,81;0,69
Guaiba;23/01/2019;14:00;28,25;0,52;12,33;87,34;0,63
Guaiba;23/01/2019;15:00;28,5;0,81;14,24;76,91;0,67
Guaiba;23/01/2019;16:00;33;1;13,91;86,23;0,65
Guaiba;23/01/2019;17:00;38,5;1,54;15,55;80,46;0,65
Guaiba;23/01/2019;18:00;32,25;2,03;15,7;69,41;0,66
Guaiba;23/01/2019;19:00;28,75;0,88;9,36;61,34;0,62
Guaiba;23/01/2019;20:00;33,75;0,38;8,38;52,03;0,63
Guaiba;23/01/2019;21:00;30,5;0,22;5,42;47,07;0,64
Guaiba;23/01/2019;22:00;32;0,19;6,35;43,86;0,61
Guaiba;23/01/2019;23:00;21;0,17;6,52;43,49;0,61
Guaiba;24/01/2019;0:00;26,25;0,18;12,61;37,69;0,59
Guaiba;24/01/2019;1:00;36,25;0,23;10,36;34;0,58
Guaiba;24/01/2019;2:00;31,5;0,2;7,68;34,07;0,56
Guaiba;24/01/2019;3:00;26,5;0,16;2,53;33,45;0,56
Guaiba;24/01/2019;4:00;20,25;0,13;3,08;29,54;0,57
Guaiba;24/01/2019;5:00;17,75;0,16;2,67;29,26;0,58
Guaiba;24/01/2019;6:00;19,75;0,18;4,94;27,14;0,6
Guaiba;24/01/2019;7:00;23,75;0,16;6,79;27,09;0,62
Guaiba;24/01/2019;8:00;24,75;0,19;9,64;25,79;0,62
Guaiba;24/01/2019;9:00;27,25;0,2;7,5;28,39;0,61
Guaiba;24/01/2019;10:00;27;0,19;5,01;31,35;0,6
Guaiba;24/01/2019;11:00;27,25;0,18;3,81;32,03;0,6
Guaiba;24/01/2019;12:00;17,75;0,13;2,3;34,47;0,59
Guaiba;24/01/2019;13:00;28,5;0,18;4,14;31,28;0,6
Guaiba;24/01/2019;14:00;13,5;;;;
Guaiba;24/01/2019;15:00;9,75;;;;
Guaiba;24/01/2019;16:00;20,75;;;;
Guaiba;24/01/2019;17:00;25;;;;
Guaiba;24/01/2019;18:00;20,75;4,49;10,66;16,14;0,55
Guaiba;24/01/2019;19:00;19,75;1,72;10,61;15,85;0,56
Guaiba;24/01/2019;20:00;14;0,27;1,98;21,46;0,56
Guaiba;24/01/2019;21:00;11;0,065;2,57;21,23;0,57
Guaiba;24/01/2019;22:00;13,75;0,065;1,52;21,9;0,55
Guaiba;24/01/2019;23:00;13;0,065;1,29;20,83;0,54
Guaiba;25/01/2019;0:00;11;0,065;1,07;21,55;0,54
Guaiba;25/01/2019;1:00;10,5;0,065;0,91;21,49;0,53
Guaiba;25/01/2019;2:00;9,75;0,065;0,375;22,26;0,53
Guaiba;25/01/2019;3:00;10,5;0,065;0,375;22,09;0,53
Guaiba;25/01/2019;4:00;11;0,065;0,375;21,1;0,53
Guaiba;25/01/2019;5:00;12;0,065;1,9;19,74;0,53
Guaiba;25/01/2019;6:00;15,75;0,065;8,52;16,16;0,57
Guaiba;25/01/2019;7:00;17,75;0,065;10,9;16,42;0,63
Guaiba;25/01/2019;8:00;18,75;0,21;6,82;20,24;0,59
Guaiba;25/01/2019;9:00;19;0,26;4,83;28,21;0,55
Guaiba;25/01/2019;10:00;15;0,28;3,09;33,88;0,53
Guaiba;25/01/2019;11:00;16,25;0,27;2,69;36,1;0,5
Guaiba;25/01/2019;12:00;14,75;0,28;2,3;38,32;0,48
Guaiba;25/01/2019;13:00;13;0,31;3,04;39,46;0,5
Guaiba;25/01/2019;14:00;12,25;0,44;3,26;40,83;0,48
Guaiba;25/01/2019;15:00;15,5;0,31;3,39;38,02;0,47
Guaiba;25/01/2019;16:00;21,5;0,44;3,61;38,9;0,5
Guaiba;25/01/2019;17:00;23,5;0,43;3,9;35,46;0,53
Guaiba;25/01/2019;18:00;23,25;0,28;3,13;31,2;0,52
Guaiba;25/01/2019;19:00;23,75;0,17;4,88;24,8;0,55
Guaiba;25/01/2019;20:00;26;0,19;5,83;20,93;0,59
Guaiba;25/01/2019;21:00;23,75;0,065;6,43;17,61;0,62
Guaiba;25/01/2019;22:00;21,75;0,065;4,57;18,99;0,59
Guaiba;25/01/2019;23:00;21,75;0,065;5,22;17,62;0,59
Guaiba;26/01/2019;0:00;18,5;0,065;5,35;17,77;0,6
Guaiba;26/01/2019;1:00;17;0,065;4,7;19,03;0,58
Guaiba;26/01/2019;2:00;15,25;0,065;4,44;19,48;0,57
Guaiba;26/01/2019;3:00;18,75;0,065;8;12,81;0,61
Guaiba;26/01/2019;4:00;21,25;0,15;13,4;7,36;0,64
Guaiba;26/01/2019;5:00;26,5;0,17;11,98;8,28;0,64
Guaiba;26/01/2019;6:00;32,75;0,29;17,13;3,47;0,65
Guaiba;26/01/2019;7:00;47,5;0,38;17,07;3,38;0,73
Guaiba;26/01/2019;8:00;25,75;0,18;8,77;23,8;0,65
Guaiba;26/01/2019;9:00;28;0,58;7,96;32,8;0,64
Guaiba;26/01/2019;10:00;27,5;2,34;7,52;44,09;0,61
Guaiba;26/01/2019;11:00;25;3,2;6,93;72,16;0,58
Guaiba;26/01/2019;12:00;23,5;1,44;5,41;92,7;0,54
Guaiba;26/01/2019;13:00;24,25;1,46;4,59;97,37;0,54
Guaiba;26/01/2019;14:00;25,25;2,99;10,24;96,86;0,55
Guaiba;26/01/2019;15:00;28;12,3;33,26;66,5;0,56
Guaiba;26/01/2019;16:00;25,25;5,36;12,74;61,56;0,54
Guaiba;26/01/2019;17:00;33,75;1,96;5,48;52,96;0,57
Guaiba;26/01/2019;18:00;34,75;3,24;8,49;50,03;0,6
Guaiba;26/01/2019;19:00;31,75;1,19;5,67;54,23;0,59
Guaiba;26/01/2019;20:00;28,25;0,47;5,85;51,2;0,63
Guaiba;26/01/2019;21:00;29,75;0,29;8,05;43,4;0,69
Guaiba;26/01/2019;22:00;30,25;0,36;8,4;39,81;0,7
Guaiba;26/01/2019;23:00;22,5;0,14;7,51;40,14;0,68
Guaiba;27/01/2019;0:00;26,25;0,065;10,51;33,09;0,71
Guaiba;27/01/2019;1:00;22,5;0,14;6,8;35,36;0,66
Guaiba;27/01/2019;2:00;23,5;0,065;6,72;33,94;0,64
Guaiba;27/01/2019;3:00;22,75;0,065;7,68;26,97;0,66
Guaiba;27/01/2019;4:00;22,75;0,065;13,19;18,8;0,66
Guaiba;27/01/2019;5:00;20,5;0,065;7,24;23,86;0,61
Guaiba;27/01/2019;6:00;19,75;0,065;11,05;18,03;0,61
Guaiba;27/01/2019;7:00;12;0,065;12,1;11,72;0,64
Guaiba;27/01/2019;8:00;19,25;0,14;6,89;26,49;0,63
Guaiba;27/01/2019;9:00;18;0,065;3,62;38,17;0,6
Guaiba;27/01/2019;10:00;14,75;0,065;1,61;45,84;0,57
Guaiba;27/01/2019;11:00;16;0,14;2,2;51,48;0,56
Guaiba;27/01/2019;12:00;15,75;0,22;0,375;52,93;0,55
Guaiba;27/01/2019;13:00;16,5;0,37;0,85;57,68;0,54
Guaiba;27/01/2019;14:00;18,75;0,62;1,13;62,38;0,54
Guaiba;27/01/2019;15:00;21,75;2,25;3,86;87,63;0,57
Guaiba;27/01/2019;16:00;43;2,61;6,99;72,77;0,61
Guaiba;27/01/2019;17:00;30,25;1,97;4,85;59,49;0,58
Guaiba;27/01/2019;18:00;28;1,77;4,82;58,74;0,6
Guaiba;27/01/2019;19:00;26;0,88;4,36;54,71;0,59
Guaiba;27/01/2019;20:00;26;0,98;7,89;48,3;0,61
Guaiba;27/01/2019;21:00;35;0,76;17,07;37,11;0,76
Guaiba;27/01/2019;22:00;41;3,23;14,26;36,23;0,73
Guaiba;27/01/2019;23:00;37;0,83;13,47;28,37;0,72
Guaiba;28/01/2019;0:00;38,75;0,54;15,29;23,32;0,74
Guaiba;28/01/2019;1:00;38,5;0,3;22,51;12,48;0,73
Guaiba;28/01/2019;2:00;42,25;0,23;23,86;4,05;0,71
Guaiba;28/01/2019;3:00;34,5;0,15;22,52;6,56;0,65
Guaiba;28/01/2019;4:00;25,25;0,065;24,62;3,81;0,64
Guaiba;28/01/2019;5:00;30;0,15;29,35;0,49;0,66
Guaiba;28/01/2019;6:00;40;0,18;23,88;1,26;0,69
Guaiba;28/01/2019;7:00;42,75;0,21;17,8;4,03;0,73
Guaiba;28/01/2019;8:00;24;0,065;7,87;23,26;0,65
Guaiba;28/01/2019;9:00;23,5;0,065;10,6;56,3;0,63
Guaiba;28/01/2019;10:00;24,25;0,065;3,43;53,68;0,63
Guaiba;28/01/2019;11:00;25;0,065;2,49;59;0,62
Guaiba;28/01/2019;12:00;16,75;0,065;2,4;61,67;0,59
Guaiba;28/01/2019;13:00;19,75;0,16;3,45;64,6;0,59
Guaiba;28/01/2019;14:00;21,75;0,2;1,76;67,75;0,59
Guaiba;28/01/2019;15:00;25;0,34;1,79;71,19;0,59
Guaiba;28/01/2019;16:00;27,5;0,31;1,56;70,09;0,57
Guaiba;28/01/2019;17:00;19,25;0,36;1,7;68,71;0,57
Guaiba;28/01/2019;18:00;24,25;0,33;3,89;63,47;0,59
Guaiba;28/01/2019;19:00;18;0,23;9,49;50,96;0,6
Guaiba;28/01/2019;20:00;14,75;0,28;20,27;44,44;0,62
Guaiba;28/01/2019;21:00;31,5;0,24;17,37;32,54;0,68
Guaiba;28/01/2019;22:00;39,5;0,18;17,08;41,75;0,83
Guaiba;28/01/2019;23:00;25;0,16;11,94;42,11;0,69
Guaiba;29/01/2019;0:00;25,25;0,22;14,31;35,52;0,75
Guaiba;29/01/2019;1:00;31,5;0,16;18,47;21,23;0,7
Guaiba;29/01/2019;2:00;23,25;0,13;15,82;22,33;0,66
Guaiba;29/01/2019;3:00;21,25;0,065;13,43;25,47;0,65
Guaiba;29/01/2019;4:00;24,75;0,065;18,1;19,62;0,66
Guaiba;29/01/2019;5:00;24,75;0,14;18,26;13,33;0,67
Guaiba;29/01/2019;6:00;30,25;0,13;17,35;12,2;0,7
Guaiba;29/01/2019;7:00;9,5;0,2;17,9;10,64;0,73
Guaiba;29/01/2019;8:00;19,75;0,065;8,57;22,75;0,68
Guaiba;29/01/2019;9:00;23,75;0,13;4,38;42,25;0,69
Guaiba;29/01/2019;10:00;32,5;0,065;3,24;56,83;0,68
Guaiba;29/01/2019;11:00;28,5;0,065;2,58;67,43;0,67
Guaiba;29/01/2019;12:00;19;0,065;1,59;66,7;0,63
Guaiba;29/01/2019;13:00;16;0,065;1,62;61,8;0,6
Guaiba;29/01/2019;14:00;14,5;0,065;1,94;62,22;0,59
Guaiba;29/01/2019;15:00;20,25;0,065;2,37;63,61;0,59
Guaiba;29/01/2019;16:00;22,5;0,065;3;59,77;0,59
Guaiba;29/01/2019;17:00;24,75;0,065;6,89;55,09;0,59
Guaiba;29/01/2019;18:00;18,75;0,13;4,76;60,12;0,63
Guaiba;29/01/2019;19:00;26,5;0,59;10,25;67,23;0,73
Guaiba;29/01/2019;20:00;33,5;1,85;22,96;52,02;0,76
Guaiba;29/01/2019;21:00;36;0,67;26,84;31,19;0,88
Guaiba;29/01/2019;22:00;34,25;0,3;38,18;8,82;0,84
Guaiba;29/01/2019;23:00;39,25;0,32;36,67;0,49;0,79
Guaiba;30/01/2019;0:00;29,75;0,2;29,85;1,82;0,77
Guaiba;30/01/2019;1:00;32;0,15;30,18;2,04;0,79
Guaiba;30/01/2019;2:00;36,75;0,18;26,12;3,47;0,8
Guaiba;30/01/2019;3:00;26,5;0,065;15,75;12,06;0,74
Guaiba;30/01/2019;4:00;12,25;0,18;20,78;6,33;0,74
Guaiba;30/01/2019;5:00;21,75;0,18;19,9;4,08;0,74
Guaiba;30/01/2019;6:00;32,75;0,3;25,85;1,2;0,77
Guaiba;30/01/2019;7:00;43,5;0,31;20,64;1,98;0,81
Guaiba;30/01/2019;8:00;37,75;0,065;9,45;17,05;0,7
Guaiba;30/01/2019;9:00;32,25;0,065;4,59;37,54;0,7
Guaiba;30/01/2019;10:00;28,75;0,065;2,88;50,81;0,68
Guaiba;30/01/2019;11:00;24,5;0,065;2,11;59,31;0,66
Guaiba;30/01/2019;12:00;24;0,065;1,56;61,38;0,64
Guaiba;30/01/2019;13:00;28,25;0,065;1,69;65,42;0,64
Guaiba;30/01/2019;14:00;34;0,065;2,04;66,38;0,63
Guaiba;30/01/2019;15:00;35,25;0,065;3,04;62,23;0,61
Guaiba;30/01/2019;16:00;30,5;0,065;4,13;60,56;0,6
Guaiba;30/01/2019;17:00;29;0,14;5,09;61,52;0,59
Guaiba;30/01/2019;18:00;27,25;0,16;4,03;58,92;0,57
Guaiba;30/01/2019;19:00;48,75;0,23;7,9;52,34;0,59
Guaiba;30/01/2019;20:00;48,25;0,29;15,45;44,35;0,67
Guaiba;30/01/2019;21:00;67,25;0,31;25,49;29,98;0,85
Guaiba;30/01/2019;22:00;36,25;0,15;10,79;38,84;0,74
Guaiba;30/01/2019;23:00;26,5;0,13;7,1;41,71;0,7
Guaiba;31/01/2019;0:00;22,25;0,065;6,1;40,61;0,7
Guaiba;31/01/2019;1:00;25;0,065;5,94;38,52;0,7
Guaiba;31/01/2019;2:00;30,25;0,14;22,77;11,55;0,73
Guaiba;31/01/2019;3:00;29,75;0,065;20,52;9,66;0,74
Guaiba;31/01/2019;4:00;29,75;0,14;22,28;4,84;0,71
Guaiba;31/01/2019;5:00;44,5;0,14;28,03;0,49;0,72
Guaiba;31/01/2019;6:00;17;0,32;31,26;0,49;0,76
Guaiba;31/01/2019;7:00;41,5;0,19;21,28;6,46;0,74
Guaiba;31/01/2019;8:00;43,75;0,13;12,62;23,16;0,74
Guaiba;31/01/2019;9:00;44,25;0,065;8,46;47,66;0,73
Guaiba;31/01/2019;10:00;46,5;0,065;5,72;63,01;0,71
Guaiba;31/01/2019;11:00;49,75;0,065;17,7;89,21;0,76
Guaiba;31/01/2019;12:00;36,5;0,16;21,2;79,11;0,71
Guaiba;31/01/2019;13:00;28,25;0,22;24,62;38,74;0,7
Guaiba;31/01/2019;14:00;26;0,19;19,73;39,33;0,68
Guaiba;31/01/2019;15:00;24,25;0,17;10,81;47,2;0,68
Guaiba;31/01/2019;16:00;45,75;0,065;4,29;51,17;0,67
Guaiba;31/01/2019;17:00;16,67;0,065;6,72;48,47;0,67
Guaiba;31/01/2019;18:00;;;;;
Guaiba;31/01/2019;19:00;;;;;
Guaiba;31/01/2019;20:00;;;;;
Guaiba;31/01/2019;21:00;;;;;
Guaiba;31/01/2019;22:00;;;;;
Guaiba;31/01/2019;23:00;;;;;
Guaiba;01/02/2019;0:00;;;;;
Guaiba;01/02/2019;1:00;;;;;
Guaiba;01/02/2019;2:00;;;;;
Guaiba;01/02/2019;3:00;;;;;
Guaiba;01/02/2019;4:00;;;;;
Guaiba;01/02/2019;5:00;;;;;
Guaiba;01/02/2019;6:00;;;;;
Guaiba;01/02/2019;7:00;;;;;
Guaiba;01/02/2019;8:00;;;;;
Guaiba;01/02/2019;9:00;;0,7;10,85;22,08;1,52
Guaiba;01/02/2019;10:00;19,5;0,065;11,62;60,08;1,09
Guaiba;01/02/2019;11:00;25,25;0,065;9,84;92,18;1,01
Guaiba;01/02/2019;12:00;21,5;0,065;5,91;103,6;0,89
Guaiba;01/02/2019;13:00;28,75;0,19;7,59;135,2;0,89
Guaiba;01/02/2019;14:00;27,5;0,16;6,18;104,7;0,82
Guaiba;01/02/2019;15:00;10;0,15;7,61;61,63;0,77
Guaiba;01/02/2019;16:00;15,75;0,17;13,68;45,76;0,82
Guaiba;01/02/2019;17:00;10;0,17;9,74;55,57;0,82
Guaiba;01/02/2019;18:00;9,25;0,18;16,68;39,37;0,91
Guaiba;01/02/2019;19:00;12,75;0,15;17,75;36,94;0,97
Guaiba;01/02/2019;20:00;15,5;0,13;17,72;31,29;0,86
Guaiba;01/02/2019;21:00;12,25;0,065;10,62;42,26;0,81
Guaiba;01/02/2019;22:00;12;0,16;13,78;30,26;0,81
Guaiba;01/02/2019;23:00;15,5;0,065;11,23;26,51;0,81
Guaiba;02/02/2019;0:00;17,25;0,13;9,22;24,92;0,8
Guaiba;02/02/2019;1:00;19,5;0,065;13,05;17,21;0,81
Guaiba;02/02/2019;2:00;20;0,13;10,41;22,64;0,82
Guaiba;02/02/2019;3:00;6,5;0,16;11,74;18,15;0,81
Guaiba;02/02/2019;4:00;16,25;0,13;11,77;14,95;0,79
Guaiba;02/02/2019;5:00;17,75;0,13;6,45;20,9;0,77
Guaiba;02/02/2019;6:00;21,5;0,065;9,5;13,06;0,79
